Temperature,Soil,Nitrogen,Phosphorus,Potassium,Crop,Fertilizer,Crop_Specific_Recommendations,Recommendation_ID
20,Black,150,75,80,sugarcane,DAP,Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.,27
20,Black,150,75,120,sugarcane,DAP,"Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.
Potassium is high for sugarcane. Avoid potassium-based fertilizers.",28
20,Black,150,75,125,sugarcane,Urea,"Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.
Potassium is high for sugarcane. Avoid potassium-based fertilizers.",28
20,Black,150,75,150,sugarcane,Urea,"Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.
Potassium is high for sugarcane. Avoid potassium-based fertilizers.",28
20,Black,150,80,40,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Black,150,80,75,sugarcane,MOP,Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.,27
20,Black,150,80,80,sugarcane,DAP,Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.,27
20,Black,150,80,125,sugarcane,DAP,"Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.
Potassium is high for sugarcane. Avoid potassium-based fertilizers.",28
20,Black,150,80,135,sugarcane,Urea,"Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.
Potassium is high for sugarcane. Avoid potassium-based fertilizers.",28
20,Black,150,80,140,sugarcane,MOP,"Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.
Potassium is high for sugarcane. Avoid potassium-based fertilizers.",28
20,Black,150,80,140,sugarcane,Urea,"Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.
Potassium is high for sugarcane. Avoid potassium-based fertilizers.",28
20,Black,150,85,135,sugarcane,MOP,"Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.
Potassium is high for sugarcane. Avoid potassium-based fertilizers.",28
20,Black,150,85,150,sugarcane,DAP,"Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.
Potassium is high for sugarcane. Avoid potassium-based fertilizers.",28
20,Black,150,90,125,sugarcane,MOP,"Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.
Potassium is high for sugarcane. Avoid potassium-based fertilizers.",28
20,Black,150,90,145,sugarcane,Urea,"Phosphorus is high for sugarcane. Avoid phosphorus-based fertilizers.
Potassium is high for sugarcane. Avoid potassium-based fertilizers.",28
20,Clayey,90,36,49,rice,Urea,"Phosphorus is low for rice. Use superphosphate or bone meal.
Potassium is low for rice. Apply muriate of potash or banana peels.",30
20,Dark Brown,20,30,15,tur,Urea,"Nitrogen is low for tur. Apply urea or composted manure.
Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",31
20,Dark Brown,20,30,20,tur,MOP,"Nitrogen is low for tur. Apply urea or composted manure.
Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",31
20,Dark Brown,20,30,20,urad,Urea,"Nitrogen is low for urad. Apply urea or composted manure.
Phosphorus is low for urad. Use superphosphate or bone meal.
Potassium is low for urad. Apply muriate of potash or banana peels.",32
20,Dark Brown,20,30,30,urad,DAP,"Nitrogen is low for urad. Apply urea or composted manure.
Phosphorus is low for urad. Use superphosphate or bone meal.
Potassium is low for urad. Apply muriate of potash or banana peels.",32
20,Dark Brown,20,35,30,urad,SSP,"Nitrogen is low for urad. Apply urea or composted manure.
Phosphorus is low for urad. Use superphosphate or bone meal.
Potassium is low for urad. Apply muriate of potash or banana peels.",32
20,Dark Brown,20,40,25,urad,DAP,"Nitrogen is low for urad. Apply urea or composted manure.
Potassium is low for urad. Apply muriate of potash or banana peels.",33
20,Dark Brown,20,40,30,urad,Urea,"Nitrogen is low for urad. Apply urea or composted manure.
Potassium is low for urad. Apply muriate of potash or banana peels.",33
20,Dark Brown,25,30,15,tur,Urea,"Nitrogen is low for tur. Apply urea or composted manure.
Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",31
20,Dark Brown,25,30,20,tur,MOP,"Nitrogen is low for tur. Apply urea or composted manure.
Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",31
20,Dark Brown,25,30,20,urad,Urea,"Nitrogen is low for urad. Apply urea or composted manure.
Phosphorus is low for urad. Use superphosphate or bone meal.
Potassium is low for urad. Apply muriate of potash or banana peels.",32
20,Dark Brown,25,30,30,urad,DAP,"Nitrogen is low for urad. Apply urea or composted manure.
Phosphorus is low for urad. Use superphosphate or bone meal.
Potassium is low for urad. Apply muriate of potash or banana peels.",32
20,Dark Brown,25,35,30,urad,SSP,"Nitrogen is low for urad. Apply urea or composted manure.
Phosphorus is low for urad. Use superphosphate or bone meal.
Potassium is low for urad. Apply muriate of potash or banana peels.",32
20,Dark Brown,25,40,25,urad,DAP,"Nitrogen is low for urad. Apply urea or composted manure.
Potassium is low for urad. Apply muriate of potash or banana peels.",33
20,Dark Brown,25,40,30,urad,Urea,"Nitrogen is low for urad. Apply urea or composted manure.
Potassium is low for urad. Apply muriate of potash or banana peels.",33
20,Dark Brown,30,30,15,tur,Urea,"Nitrogen is low for tur. Apply urea or composted manure.
Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",31
20,Dark Brown,30,30,20,tur,MOP,"Nitrogen is low for tur. Apply urea or composted manure.
Phosphorus is low for tur. Use superphosphate or bone meal.
Potassium is low for tur. Apply muriate of potash or banana peels.",31
20,Dark Brown,30,30,20,urad,Urea,"Phosphorus is low for urad. Use superphosphate or bone meal.
Potassium is low for urad. Apply muriate of potash or banana peels.",34
20,Dark Brown,30,30,30,urad,DAP,"Phosphorus is low for urad. Use superphosphate or bone meal.
Potassium is low for urad. Apply muriate of potash or banana peels.",34
20,Dark Brown,30,35,30,urad,SSP,"Phosphorus is low for urad. Use superphosphate or bone meal.
Potassium is low for urad. Apply muriate of potash or banana peels.",34
20,Dark Brown,30,40,25,urad,DAP,Potassium is low for urad. Apply muriate of potash or banana peels.,35
20,Dark Brown,30,40,30,urad,Urea,Potassium is low for urad. Apply muriate of potash or banana peels.,35
20,Dark Brown,60,40,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,60,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,60,40,60,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,60,45,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,60,50,40,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,60,55,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,60,60,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,65,40,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,65,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,65,40,60,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,65,45,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,65,50,40,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,65,55,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,65,60,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,70,40,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,70,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,70,40,60,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,70,45,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,70,50,40,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,70,55,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,70,60,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,75,40,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,75,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,75,40,60,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,75,45,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,75,50,40,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,75,55,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,75,60,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,80,40,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,80,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,80,40,60,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,80,45,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,80,50,40,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,80,55,50,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,80,60,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,85,40,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,85,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,85,40,60,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,85,45,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,85,50,40,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,85,55,50,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,85,60,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,90,40,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,90,40,50,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,90,40,60,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,90,45,45,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,90,50,40,wheat,19:19:19 NPK,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,90,55,50,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,90,60,45,wheat,Urea,All nutrient levels are optimal for wheat. No action required.,8
20,Dark Brown,95,40,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,95,40,50,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,95,40,60,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,95,45,45,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,95,50,40,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,95,55,50,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,95,60,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,40,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,40,50,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,40,50,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,40,60,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,45,45,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,45,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,45,60,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,50,40,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,50,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,50,55,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,55,40,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,55,50,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,60,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,60,50,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,60,60,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,100,65,45,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,100,65,60,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,100,70,45,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,100,70,55,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,100,75,40,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,100,80,50,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,100,80,60,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,105,40,50,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,105,45,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,105,45,60,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,105,50,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,105,50,55,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,105,55,40,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,105,60,50,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,105,60,60,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,105,65,45,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,105,65,60,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,105,70,45,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,105,70,55,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,105,75,40,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,105,80,50,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,105,80,60,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,110,40,50,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,110,45,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,110,45,60,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,110,50,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,110,50,55,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,110,55,40,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,110,60,50,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,110,60,60,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,110,65,45,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,110,65,60,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,110,70,45,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,110,70,55,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,110,75,40,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,110,80,50,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,110,80,60,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,115,40,50,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,115,45,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,115,45,60,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,115,50,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,115,50,55,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,115,55,40,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,115,60,50,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,115,60,60,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,115,65,45,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,115,65,60,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,115,70,45,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,115,70,55,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,115,75,40,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,115,80,50,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,115,80,60,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,120,40,50,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,120,45,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,120,45,60,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,120,50,45,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,120,50,55,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,120,55,40,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,120,60,40,maize,Urea,Nitrogen is high for maize. Reduce nitrogen-based fertilizers.,23
20,Dark Brown,120,60,50,wheat,19:19:19 NPK,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,120,60,55,maize,Urea,Nitrogen is high for maize. Reduce nitrogen-based fertilizers.,23
20,Dark Brown,120,60,60,wheat,Urea,Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.,9
20,Dark Brown,120,65,40,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,120,65,45,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,120,65,50,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,120,65,60,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,120,70,45,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,120,70,55,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,120,70,60,maize,MOP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,120,75,40,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,120,75,45,maize,Urea,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,120,75,55,maize,Urea,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,120,80,40,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,120,80,50,wheat,Urea,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,120,80,55,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,120,80,60,wheat,19:19:19 NPK,"Nitrogen is high for wheat. Reduce nitrogen-based fertilizers.
Phosphorus is high for wheat. Avoid phosphorus-based fertilizers.",14
20,Dark Brown,125,60,40,maize,Urea,Nitrogen is high for maize. Reduce nitrogen-based fertilizers.,23
20,Dark Brown,125,60,55,maize,Urea,Nitrogen is high for maize. Reduce nitrogen-based fertilizers.,23
20,Dark Brown,125,65,40,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,125,65,50,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,125,70,60,maize,MOP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,125,75,45,maize,Urea,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,125,75,55,maize,Urea,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,125,80,40,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,125,80,55,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,130,60,40,maize,Urea,Nitrogen is high for maize. Reduce nitrogen-based fertilizers.,23
20,Dark Brown,130,60,55,maize,Urea,Nitrogen is high for maize. Reduce nitrogen-based fertilizers.,23
20,Dark Brown,130,65,40,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,130,65,50,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,130,70,60,maize,MOP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,130,75,45,maize,Urea,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,130,75,55,maize,Urea,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
20,Dark Brown,130,80,40,maize,SSP,"Nitrogen is high for maize. Reduce nitrogen-based fertilizers.
Phosphorus is high for maize. Avoid phosphorus-based fertilizers.",26
