Temperature,Soil,Nitrogen,Phosphorus,Potassium,Crop,Fertilizer
34,Black,158,63,59,cotton,NPK 14-14-14
29,Sandy,116,15,60,cotton,DAP
31,Sandy,140,16,0,cotton,DAP
23,Loamy,181,26,18,cotton,DAP
20,Clay,107,3,138,cotton,DAP
23,Sandy,156,37,103,cotton,NPK 14-14-14
31,Black,108,89,37,cotton,MOP
21,Sandy,113,23,135,cotton,DAP
34,Black,184,26,115,cotton,DAP
21,Black,187,66,191,cotton,NPK 14-14-14
26,Sandy,107,7,109,cotton,DAP
27,Sandy,135,55,6,cotton,MOP
35,Sandy,146,51,122,cotton,NPK 14-14-14
31,Loamy,163,72,115,cotton,NPK 14-14-14
27,Sandy,136,98,108,cotton,NPK 14-14-14
35,Sandy,91,49,42,cotton,MOP
32,Black,152,85,166,cotton,NPK 14-14-14
29,Clay,82,31,94,cotton,NPK 14-14-14
22,Black,177,18,77,cotton,DAP
28,Sandy,136,63,61,cotton,NPK 14-14-14
22,Sandy,162,85,63,cotton,NPK 14-14-14
22,Clay,101,17,28,cotton,DAP
27,Sandy,86,74,148,cotton,NPK 14-14-14
28,Clay,197,42,67,cotton,NPK 14-14-14
33,Black,124,68,148,cotton,NPK 14-14-14
22,Clay,183,10,176,cotton,DAP
21,Sandy,118,29,90,cotton,DAP
29,Loamy,177,39,64,cotton,NPK 14-14-14
31,Black,115,57,97,cotton,NPK 14-14-14
27,Loamy,95,23,65,cotton,DAP
29,Clay,98,32,114,cotton,NPK 14-14-14
32,Sandy,161,12,103,cotton,DAP
30,Black,129,40,58,cotton,NPK 14-14-14
26,Loamy,126,69,192,cotton,NPK 14-14-14
23,Sandy,90,26,88,cotton,DAP
32,Clay,177,44,139,cotton,NPK 14-14-14
30,Black,190,93,175,cotton,NPK 14-14-14
29,Sandy,194,86,168,cotton,NPK 14-14-14
34,Black,165,27,186,cotton,DAP
34,Clay,182,54,187,cotton,NPK 14-14-14
26,Clay,115,47,159,cotton,NPK 14-14-14
27,Black,184,78,69,cotton,NPK 14-14-14
21,Black,128,66,80,cotton,NPK 14-14-14
20,Clay,195,50,111,cotton,NPK 14-14-14
25,Black,186,14,102,cotton,DAP
30,Black,157,34,57,cotton,NPK 14-14-14
21,Clay,87,15,187,cotton,DAP
29,Loamy,107,43,35,cotton,MOP
29,Loamy,156,52,174,cotton,NPK 14-14-14
28,Black,125,42,128,cotton,NPK 14-14-14
26,Clay,136,68,178,cotton,NPK 14-14-14
25,Sandy,96,91,189,cotton,NPK 14-14-14
27,Black,33,92,176,cotton,Urea
23,Black,199,24,38,cotton,DAP
28,Clay,103,51,132,cotton,NPK 14-14-14
30,Loamy,134,37,35,cotton,MOP
30,Loamy,159,68,188,cotton,NPK 14-14-14
24,Sandy,182,6,115,cotton,DAP
31,Black,94,9,16,cotton,DAP
27,Loamy,120,79,45,cotton,MOP
28,Black,94,78,128,cotton,NPK 14-14-14
34,Black,99,84,58,cotton,NPK 14-14-14
25,Loamy,176,69,130,cotton,NPK 14-14-14
24,Sandy,119,8,164,cotton,DAP
26,Loamy,93,50,80,cotton,NPK 14-14-14
26,Sandy,63,44,154,cotton,Urea
32,Sandy,128,68,64,cotton,NPK 14-14-14
26,Black,79,19,52,cotton,Urea
32,Clay,27,20,172,cotton,Urea
33,Sandy,58,5,42,cotton,Urea
25,Black,173,52,143,cotton,NPK 14-14-14
33,Black,24,12,178,cotton,Urea
25,Clay,152,33,16,cotton,MOP
26,Sandy,177,39,71,cotton,NPK 14-14-14
35,Sandy,190,15,76,cotton,DAP
24,Black,154,69,132,cotton,NPK 14-14-14
28,Clay,90,95,168,cotton,NPK 14-14-14
25,Clay,172,7,39,cotton,DAP
34,Clay,103,76,115,cotton,NPK 14-14-14
27,Loamy,119,35,148,cotton,NPK 14-14-14
31,Loamy,196,59,48,cotton,MOP
23,Loamy,123,45,95,cotton,NPK 14-14-14
22,Black,15,13,147,cotton,Urea
21,Black,99,56,181,cotton,NPK 14-14-14
21,Loamy,4,95,102,cotton,Urea
35,Clay,114,17,167,cotton,DAP
34,Sandy,152,52,4,cotton,MOP
29,Loamy,168,10,131,cotton,DAP
28,Sandy,183,39,147,cotton,NPK 14-14-14
22,Clay,31,62,137,cotton,Urea
24,Loamy,82,17,164,cotton,DAP
20,Loamy,177,98,165,cotton,NPK 14-14-14
24,Black,157,44,199,cotton,NPK 14-14-14
22,Loamy,98,58,28,cotton,MOP
21,Loamy,153,36,43,cotton,MOP
20,Clay,133,90,5,cotton,MOP
24,Clay,163,4,179,cotton,DAP
26,Black,24,79,113,cotton,Urea
31,Sandy,135,11,130,cotton,DAP
28,Sandy,74,4,137,orange,DAP
16,Black,87,54,70,orange,NPK 14-14-14
24,Loamy,173,72,47,orange,NPK 14-14-14
16,Sandy,125,44,17,orange,NPK 14-14-14
18,Clay,161,14,58,orange,NPK 14-14-14
17,Sandy,61,82,117,orange,NPK 14-14-14
25,Black,36,3,44,orange,DAP
24,Black,67,21,169,orange,NPK 14-14-14
19,Loamy,186,57,22,orange,NPK 14-14-14
23,Sandy,77,90,45,orange,NPK 14-14-14
22,Sandy,46,58,54,orange,NPK 14-14-14
24,Black,77,75,52,orange,NPK 14-14-14
15,Black,183,48,67,orange,NPK 14-14-14
17,Loamy,94,5,124,orange,NPK 14-14-14
15,Loamy,114,53,17,orange,NPK 14-14-14
29,Black,92,25,138,orange,NPK 14-14-14
21,Black,146,56,88,orange,NPK 14-14-14
16,Black,143,40,143,orange,NPK 14-14-14
20,Clay,181,93,109,orange,NPK 14-14-14
29,Loamy,46,19,14,orange,MOP
28,Sandy,100,29,177,orange,NPK 14-14-14
19,Black,141,16,105,orange,NPK 14-14-14
16,Loamy,190,74,10,orange,MOP
25,Loamy,127,97,183,orange,NPK 14-14-14
18,Clay,93,19,199,orange,NPK 14-14-14
29,Loamy,40,45,157,orange,NPK 14-14-14
30,Black,22,20,120,orange,NPK 14-14-14
26,Sandy,4,24,148,orange,Urea
27,Sandy,140,74,11,orange,MOP
20,Loamy,172,3,113,orange,DAP
22,Black,140,13,138,orange,NPK 14-14-14
21,Black,192,11,41,orange,NPK 14-14-14
20,Loamy,190,4,165,orange,DAP
20,Clay,65,10,196,orange,NPK 14-14-14
19,Black,48,37,119,orange,NPK 14-14-14
30,Black,5,73,4,orange,Urea
25,Loamy,55,25,13,orange,MOP
28,Black,174,22,15,orange,NPK 14-14-14
23,Sandy,54,70,186,orange,NPK 14-14-14
18,Loamy,37,45,114,orange,NPK 14-14-14
27,Sandy,12,54,164,orange,NPK 14-14-14
24,Loamy,13,43,41,orange,NPK 14-14-14
19,Sandy,98,76,66,orange,NPK 14-14-14
23,Sandy,25,59,95,orange,NPK 14-14-14
20,Clay,20,88,107,orange,NPK 14-14-14
29,Black,24,80,8,orange,MOP
19,Sandy,115,94,65,orange,NPK 14-14-14
16,Black,54,29,118,orange,NPK 14-14-14
20,Black,118,40,66,orange,NPK 14-14-14
29,Clay,39,83,172,orange,NPK 14-14-14
30,Loamy,156,32,174,orange,NPK 14-14-14
28,Loamy,158,43,169,orange,NPK 14-14-14
21,Clay,108,35,146,orange,NPK 14-14-14
20,Clay,169,22,146,orange,NPK 14-14-14
20,Sandy,17,10,44,orange,NPK 14-14-14
21,Loamy,43,40,125,orange,NPK 14-14-14
22,Black,162,18,61,orange,NPK 14-14-14
30,Clay,86,72,92,orange,NPK 14-14-14
23,Clay,101,37,144,orange,NPK 14-14-14
16,Black,121,36,197,orange,NPK 14-14-14
17,Loamy,169,41,123,orange,NPK 14-14-14
23,Clay,96,68,175,orange,NPK 14-14-14
30,Clay,107,66,70,orange,NPK 14-14-14
21,Black,166,43,84,orange,NPK 14-14-14
24,Loamy,187,28,21,orange,NPK 14-14-14
18,Sandy,138,11,8,orange,MOP
15,Black,129,79,16,orange,NPK 14-14-14
21,Loamy,152,83,143,orange,NPK 14-14-14
23,Loamy,105,76,1,orange,MOP
23,Sandy,33,15,108,orange,NPK 14-14-14
27,Black,50,29,155,orange,NPK 14-14-14
25,Sandy,30,64,188,orange,NPK 14-14-14
17,Clay,105,93,47,orange,NPK 14-14-14
28,Clay,66,8,133,orange,NPK 14-14-14
23,Sandy,44,15,98,orange,NPK 14-14-14
18,Loamy,136,60,38,orange,NPK 14-14-14
29,Sandy,123,19,23,orange,NPK 14-14-14
30,Sandy,53,48,107,orange,NPK 14-14-14
28,Sandy,138,75,88,orange,NPK 14-14-14
20,Sandy,105,48,45,orange,NPK 14-14-14
30,Black,28,93,186,orange,NPK 14-14-14
21,Black,18,10,38,orange,NPK 14-14-14
18,Black,11,9,96,orange,NPK 14-14-14
19,Sandy,188,70,127,orange,NPK 14-14-14
26,Black,126,22,156,orange,NPK 14-14-14
18,Black,93,48,118,orange,NPK 14-14-14
29,Loamy,48,77,60,orange,NPK 14-14-14
28,Loamy,32,81,96,orange,NPK 14-14-14
27,Sandy,116,51,176,orange,NPK 14-14-14
17,Loamy,54,68,198,orange,NPK 14-14-14
29,Loamy,22,6,128,orange,NPK 14-14-14
28,Black,134,76,15,orange,NPK 14-14-14
21,Sandy,125,46,140,orange,NPK 14-14-14
17,Clay,61,31,39,orange,NPK 14-14-14
26,Clay,55,19,193,orange,NPK 14-14-14
22,Sandy,155,49,75,orange,NPK 14-14-14
20,Black,97,94,138,orange,NPK 14-14-14
16,Sandy,14,53,37,orange,NPK 14-14-14
27,Black,50,71,55,orange,NPK 14-14-14
15,Black,119,90,183,orange,NPK 14-14-14
17,Black,132,23,127,orange,NPK 14-14-14
25,Loamy,127,58,181,orange,NPK 14-14-14
25,Sandy,157,58,126,orange,NPK 14-14-14
23,Black,98,82,165,orange,NPK 14-14-14
19,Clay,139,74,188,orange,NPK 14-14-14
25,Sandy,119,10,1,orange,MOP
25,Black,110,68,143,orange,NPK 14-14-14
17,Sandy,46,13,3,orange,MOP
28,Sandy,102,46,85,orange,NPK 14-14-14
26,Sandy,79,86,15,orange,NPK 14-14-14
23,Black,185,25,35,orange,NPK 14-14-14
17,Clay,80,57,187,orange,NPK 14-14-14
28,Sandy,181,90,49,orange,NPK 14-14-14
18,Sandy,99,7,99,orange,NPK 14-14-14
18,Clay,65,33,13,orange,MOP
30,Sandy,145,58,137,orange,NPK 14-14-14
30,Black,189,50,5,orange,MOP
23,Sandy,25,33,75,orange,NPK 14-14-14
20,Loamy,178,34,182,orange,NPK 14-14-14
23,Sandy,25,80,107,orange,NPK 14-14-14
26,Black,76,55,92,orange,NPK 14-14-14
17,Sandy,165,79,102,orange,NPK 14-14-14
24,Sandy,36,91,6,orange,MOP
16,Loamy,46,74,144,orange,NPK 14-14-14
19,Black,19,69,62,orange,NPK 14-14-14
28,Black,195,41,24,orange,NPK 14-14-14
20,Clay,9,81,146,orange,Urea
27,Loamy,194,23,35,orange,NPK 14-14-14
22,Black,180,85,190,orange,NPK 14-14-14
20,Sandy,171,43,118,orange,NPK 14-14-14
24,Black,52,27,154,orange,NPK 14-14-14
27,Black,114,46,187,orange,NPK 14-14-14
20,Clay,49,63,63,orange,NPK 14-14-14
20,Sandy,172,61,106,orange,NPK 14-14-14
22,Loamy,118,42,147,orange,NPK 14-14-14
29,Black,54,20,166,orange,NPK 14-14-14
17,Black,49,90,115,orange,NPK 14-14-14
20,Sandy,27,98,171,orange,NPK 14-14-14
15,Sandy,166,0,185,orange,DAP
18,Clay,85,60,115,orange,NPK 14-14-14
23,Black,107,23,23,orange,NPK 14-14-14
18,Black,56,9,52,orange,NPK 14-14-14
23,Loamy,157,80,50,orange,NPK 14-14-14
16,Sandy,86,76,174,orange,NPK 14-14-14
18,Sandy,76,86,55,orange,NPK 14-14-14
22,Sandy,162,76,196,orange,NPK 14-14-14
20,Black,145,83,18,orange,NPK 14-14-14
19,Sandy,159,49,123,orange,NPK 14-14-14
18,Clay,62,99,21,orange,NPK 14-14-14
27,Sandy,148,92,31,orange,NPK 14-14-14
21,Clay,57,41,181,orange,NPK 14-14-14
29,Black,119,73,154,orange,NPK 14-14-14
27,Clay,50,83,14,orange,MOP
29,Loamy,80,41,0,orange,MOP
28,Loamy,117,65,38,orange,NPK 14-14-14
28,Black,41,72,53,orange,NPK 14-14-14
30,Sandy,77,60,16,orange,NPK 14-14-14
27,Sandy,100,76,143,orange,NPK 14-14-14
23,Sandy,192,83,130,orange,NPK 14-14-14
27,Sandy,190,3,35,orange,DAP
22,Clay,29,87,138,orange,NPK 14-14-14
28,Loamy,136,13,53,orange,NPK 14-14-14
26,Clay,106,47,34,orange,NPK 14-14-14
24,Loamy,102,28,152,orange,NPK 14-14-14
21,Sandy,107,73,95,orange,NPK 14-14-14
18,Loamy,61,45,106,orange,NPK 14-14-14
16,Sandy,140,6,156,orange,NPK 14-14-14
26,Sandy,80,49,98,orange,NPK 14-14-14
25,Black,118,36,97,orange,NPK 14-14-14
29,Loamy,34,1,45,orange,DAP
27,Clay,173,86,63,orange,NPK 14-14-14
20,Clay,122,98,130,orange,NPK 14-14-14
15,Clay,45,57,195,orange,NPK 14-14-14
16,Sandy,117,38,28,orange,NPK 14-14-14
20,Sandy,43,30,44,orange,NPK 14-14-14
26,Sandy,160,78,79,orange,NPK 14-14-14
25,Loamy,129,6,46,orange,NPK 14-14-14
30,Sandy,156,16,98,orange,NPK 14-14-14
20,Clay,34,17,74,orange,NPK 14-14-14
23,Loamy,155,87,165,orange,NPK 14-14-14
27,Black,79,27,40,orange,NPK 14-14-14
16,Clay,99,12,76,orange,NPK 14-14-14
20,Sandy,90,75,153,orange,NPK 14-14-14
19,Black,179,87,88,orange,NPK 14-14-14
23,Black,143,12,103,orange,NPK 14-14-14
26,Sandy,175,35,188,orange,NPK 14-14-14
17,Clay,143,75,115,orange,NPK 14-14-14
22,Black,80,90,101,orange,NPK 14-14-14
28,Sandy,180,16,70,orange,NPK 14-14-14
15,Black,84,12,169,orange,NPK 14-14-14
25,Loamy,4,85,75,orange,Urea
16,Sandy,150,18,16,orange,NPK 14-14-14
20,Sandy,198,84,29,orange,NPK 14-14-14
19,Clay,76,3,55,orange,DAP
15,Clay,47,88,177,orange,NPK 14-14-14
22,Black,138,27,126,orange,NPK 14-14-14
24,Sandy,192,84,8,orange,MOP
21,Clay,91,70,48,orange,NPK 14-14-14
27,Clay,14,45,140,orange,NPK 14-14-14
16,Black,29,73,35,orange,NPK 14-14-14
24,Clay,129,91,145,orange,NPK 14-14-14
30,Clay,119,9,144,orange,NPK 14-14-14
29,Loamy,147,7,168,orange,NPK 14-14-14
15,Loamy,55,41,53,orange,NPK 14-14-14
21,Loamy,170,12,1,orange,MOP
19,Black,29,88,12,orange,MOP
30,Clay,100,24,193,orange,NPK 14-14-14
24,Sandy,24,46,39,orange,NPK 14-14-14
26,Clay,124,20,158,orange,NPK 14-14-14
23,Loamy,45,27,159,orange,NPK 14-14-14
15,Loamy,81,52,67,orange,NPK 14-14-14
30,Clay,162,73,98,orange,NPK 14-14-14
22,Sandy,110,35,1,orange,MOP
23,Clay,76,11,143,orange,NPK 14-14-14
25,Sandy,135,95,35,orange,NPK 14-14-14
28,Loamy,76,50,123,orange,NPK 14-14-14
23,Clay,54,88,183,orange,NPK 14-14-14
20,Sandy,117,18,56,orange,NPK 14-14-14
18,Black,168,11,70,orange,NPK 14-14-14
27,Black,82,47,66,orange,NPK 14-14-14
28,Loamy,144,78,81,orange,NPK 14-14-14
30,Clay,113,24,149,orange,NPK 14-14-14
26,Clay,94,80,168,orange,NPK 14-14-14
22,Black,50,27,20,orange,NPK 14-14-14
20,Sandy,146,66,20,orange,NPK 14-14-14
21,Loamy,197,98,33,orange,NPK 14-14-14
25,Sandy,133,4,192,orange,DAP
28,Loamy,149,60,174,orange,NPK 14-14-14
28,Black,43,48,16,orange,NPK 14-14-14
20,Loamy,180,98,63,orange,NPK 14-14-14
24,Sandy,127,15,161,orange,NPK 14-14-14
27,Black,23,22,65,orange,NPK 14-14-14
30,Sandy,37,43,97,orange,NPK 14-14-14
19,Loamy,176,62,100,orange,NPK 14-14-14
29,Loamy,119,45,71,orange,NPK 14-14-14
27,Sandy,150,92,67,orange,NPK 14-14-14
22,Black,192,25,52,orange,NPK 14-14-14
15,Black,18,9,116,orange,NPK 14-14-14
18,Clay,154,6,67,orange,NPK 14-14-14
30,Clay,51,24,59,orange,NPK 14-14-14
21,Black,90,62,126,orange,NPK 14-14-14
21,Sandy,166,65,83,orange,NPK 14-14-14
26,Loamy,155,85,56,orange,NPK 14-14-14
25,Clay,196,17,94,orange,NPK 14-14-14
30,Sandy,89,70,33,orange,NPK 14-14-14
25,Clay,82,76,92,orange,NPK 14-14-14
30,Clay,44,55,153,orange,NPK 14-14-14
30,Loamy,106,34,169,orange,NPK 14-14-14
20,Clay,22,25,49,orange,NPK 14-14-14
25,Sandy,74,60,176,orange,NPK 14-14-14
17,Sandy,140,70,172,orange,NPK 14-14-14
20,Clay,63,22,79,orange,NPK 14-14-14
19,Loamy,19,44,122,orange,NPK 14-14-14
28,Loamy,55,40,24,orange,NPK 14-14-14
27,Clay,47,49,79,orange,NPK 14-14-14
26,Black,197,7,128,orange,NPK 14-14-14
25,Clay,96,21,121,orange,NPK 14-14-14
26,Black,113,9,126,orange,NPK 14-14-14
24,Clay,192,93,5,orange,MOP
30,Clay,102,0,70,orange,DAP
16,Black,142,48,98,orange,NPK 14-14-14
22,Sandy,68,39,154,orange,NPK 14-14-14
23,Loamy,174,66,122,orange,NPK 14-14-14
17,Sandy,62,45,35,orange,NPK 14-14-14
20,Black,69,96,190,orange,NPK 14-14-14
20,Clay,90,86,5,orange,MOP
23,Clay,18,25,178,orange,NPK 14-14-14
21,Loamy,25,24,34,orange,NPK 14-14-14
17,Black,122,86,199,orange,NPK 14-14-14
18,Loamy,60,72,21,orange,NPK 14-14-14
19,Sandy,88,73,102,orange,NPK 14-14-14
26,Clay,81,45,12,orange,MOP
30,Black,34,95,40,orange,NPK 14-14-14
27,Loamy,60,11,173,orange,NPK 14-14-14
20,Sandy,132,81,129,orange,NPK 14-14-14
17,Clay,72,7,93,orange,NPK 14-14-14
17,Sandy,99,39,78,orange,NPK 14-14-14
26,Loamy,61,40,81,orange,NPK 14-14-14
27,Loamy,187,58,97,orange,NPK 14-14-14
22,Clay,147,4,36,orange,DAP
15,Clay,114,94,142,orange,NPK 14-14-14
21,Black,113,64,32,orange,NPK 14-14-14
17,Loamy,8,28,18,orange,Urea
23,Loamy,17,63,173,orange,NPK 14-14-14
16,Loamy,104,83,68,orange,NPK 14-14-14
27,Loamy,138,41,176,orange,NPK 14-14-14
25,Clay,191,7,107,orange,NPK 14-14-14
18,Loamy,38,24,147,orange,NPK 14-14-14
30,Loamy,52,23,99,orange,NPK 14-14-14
20,Black,72,61,24,orange,NPK 14-14-14
19,Sandy,133,25,128,orange,NPK 14-14-14
17,Sandy,136,88,43,orange,NPK 14-14-14
15,Sandy,156,67,55,orange,NPK 14-14-14
23,Sandy,106,68,195,orange,NPK 14-14-14
18,Clay,40,0,101,orange,DAP
16,Black,142,77,135,orange,NPK 14-14-14
24,Sandy,11,69,123,orange,NPK 14-14-14
30,Black,75,37,81,orange,NPK 14-14-14
22,Black,183,7,193,orange,NPK 14-14-14
26,Clay,61,95,62,orange,NPK 14-14-14
30,Black,109,6,90,orange,NPK 14-14-14
18,Loamy,157,71,6,orange,MOP
24,Black,167,81,57,orange,NPK 14-14-14
23,Black,38,71,143,orange,NPK 14-14-14
30,Loamy,62,79,195,orange,NPK 14-14-14
30,Black,67,10,193,orange,NPK 14-14-14
20,Loamy,178,43,118,orange,NPK 14-14-14
16,Black,182,54,168,orange,NPK 14-14-14
28,Black,190,37,185,orange,NPK 14-14-14
29,Clay,46,0,1,orange,DAP
29,Black,92,36,2,orange,MOP
19,Clay,19,78,101,orange,NPK 14-14-14
23,Black,198,3,154,orange,DAP
21,Sandy,36,28,110,orange,NPK 14-14-14
18,Loamy,44,52,172,orange,NPK 14-14-14
29,Black,123,3,146,orange,DAP
20,Black,190,0,132,orange,DAP
19,Black,129,81,57,orange,NPK 14-14-14
25,Loamy,109,41,69,orange,NPK 14-14-14
27,Black,47,48,0,orange,MOP
18,Clay,187,8,134,orange,NPK 14-14-14
15,Loamy,196,42,13,orange,MOP
23,Clay,139,7,88,orange,NPK 14-14-14
30,Loamy,33,56,177,orange,NPK 14-14-14
15,Black,178,27,80,orange,NPK 14-14-14
29,Black,77,78,195,orange,NPK 14-14-14
28,Clay,192,7,101,orange,NPK 14-14-14
30,Sandy,134,29,187,orange,NPK 14-14-14
19,Sandy,21,88,186,orange,NPK 14-14-14
27,Black,90,54,186,orange,NPK 14-14-14
23,Loamy,4,33,3,orange,Urea
24,Clay,50,63,132,orange,NPK 14-14-14
20,Loamy,11,41,176,orange,NPK 14-14-14
27,Black,165,37,54,orange,NPK 14-14-14
26,Clay,85,64,115,orange,NPK 14-14-14
27,Loamy,41,59,67,orange,NPK 14-14-14
30,Loamy,37,10,110,orange,NPK 14-14-14
26,Sandy,82,77,8,orange,MOP
18,Black,137,49,70,orange,NPK 14-14-14
25,Sandy,20,78,145,orange,NPK 14-14-14
21,Loamy,167,47,115,orange,NPK 14-14-14
21,Black,6,92,173,orange,Urea
16,Clay,78,83,1,orange,MOP
15,Clay,58,14,58,orange,NPK 14-14-14
30,Sandy,195,62,35,orange,NPK 14-14-14
20,Loamy,126,40,78,orange,NPK 14-14-14
23,Loamy,194,8,143,orange,NPK 14-14-14
27,Black,11,89,117,orange,NPK 14-14-14
18,Loamy,193,82,191,orange,NPK 14-14-14
20,Loamy,112,89,198,orange,NPK 14-14-14
25,Sandy,15,80,192,orange,NPK 14-14-14
24,Loamy,134,75,145,orange,NPK 14-14-14
22,Loamy,95,41,133,orange,NPK 14-14-14
23,Black,152,62,55,orange,NPK 14-14-14
27,Loamy,12,14,173,orange,NPK 14-14-14
25,Loamy,191,28,125,orange,NPK 14-14-14
24,Loamy,33,44,68,orange,NPK 14-14-14
19,Black,195,76,128,orange,NPK 14-14-14
26,Black,19,98,139,orange,NPK 14-14-14
15,Sandy,100,14,9,orange,MOP
18,Black,110,35,182,orange,NPK 14-14-14
19,Loamy,66,70,59,orange,NPK 14-14-14
28,Loamy,158,87,83,orange,NPK 14-14-14
19,Clay,191,3,40,orange,DAP
18,Clay,95,63,58,orange,NPK 14-14-14
26,Sandy,52,80,152,orange,NPK 14-14-14
21,Clay,43,73,22,orange,NPK 14-14-14
21,Black,194,73,110,orange,NPK 14-14-14
24,Black,27,45,76,orange,NPK 14-14-14
21,Clay,172,92,95,orange,NPK 14-14-14
30,Clay,82,74,56,orange,NPK 14-14-14
23,Clay,188,30,48,orange,NPK 14-14-14
16,Loamy,123,20,69,orange,NPK 14-14-14
30,Black,120,51,32,orange,NPK 14-14-14
16,Black,22,99,126,orange,NPK 14-14-14
20,Clay,136,58,71,orange,NPK 14-14-14
24,Clay,63,75,84,orange,NPK 14-14-14
17,Clay,170,34,151,orange,NPK 14-14-14
26,Sandy,122,93,185,orange,NPK 14-14-14
23,Black,149,35,134,orange,NPK 14-14-14
17,Loamy,26,64,141,orange,NPK 14-14-14
27,Sandy,116,99,82,orange,NPK 14-14-14
25,Clay,14,56,84,orange,NPK 14-14-14
22,Black,73,99,107,orange,NPK 14-14-14
16,Black,145,22,157,orange,NPK 14-14-14
26,Loamy,161,72,52,orange,NPK 14-14-14
21,Clay,14,18,54,orange,NPK 14-14-14
30,Sandy,52,26,108,orange,NPK 14-14-14
24,Clay,151,74,79,orange,NPK 14-14-14
20,Sandy,98,71,59,orange,NPK 14-14-14
18,Black,170,31,86,orange,NPK 14-14-14
22,Clay,33,52,192,orange,NPK 14-14-14
18,Black,112,83,198,orange,NPK 14-14-14
24,Clay,91,35,198,orange,NPK 14-14-14
19,Loamy,174,49,173,orange,NPK 14-14-14
24,Black,189,61,181,orange,NPK 14-14-14
24,Sandy,67,80,126,orange,NPK 14-14-14
18,Sandy,19,76,162,orange,NPK 14-14-14
17,Clay,155,21,159,orange,NPK 14-14-14
27,Clay,43,91,105,orange,NPK 14-14-14
28,Clay,39,99,74,orange,NPK 14-14-14
20,Black,34,3,42,orange,DAP
17,Sandy,187,11,124,orange,NPK 14-14-14
21,Clay,116,0,90,orange,DAP
23,Loamy,192,43,37,orange,NPK 14-14-14
29,Black,118,17,19,orange,NPK 14-14-14
29,Clay,75,37,181,orange,NPK 14-14-14
17,Sandy,45,45,35,orange,NPK 14-14-14
18,Black,183,65,153,orange,NPK 14-14-14
29,Loamy,105,71,13,orange,MOP
25,Sandy,164,93,84,orange,NPK 14-14-14
30,Black,148,22,126,orange,NPK 14-14-14
22,Clay,39,86,130,orange,NPK 14-14-14
27,Black,152,39,92,orange,NPK 14-14-14
27,Clay,189,49,112,orange,NPK 14-14-14
27,Clay,19,42,199,orange,NPK 14-14-14
21,Clay,51,67,166,orange,NPK 14-14-14
24,Sandy,135,32,169,orange,NPK 14-14-14
27,Black,33,10,14,orange,MOP
23,Loamy,181,27,182,orange,NPK 14-14-14
21,Sandy,12,59,26,orange,NPK 14-14-14
26,Sandy,104,86,193,orange,NPK 14-14-14
24,Black,19,2,53,orange,DAP
28,Loamy,47,77,142,orange,NPK 14-14-14
20,Clay,181,96,55,orange,NPK 14-14-14
22,Clay,178,53,90,orange,NPK 14-14-14
15,Sandy,159,16,78,orange,NPK 14-14-14
22,Loamy,184,76,189,orange,NPK 14-14-14
22,Clay,176,83,149,orange,NPK 14-14-14
30,Clay,122,5,184,orange,NPK 14-14-14
15,Sandy,43,93,139,orange,NPK 14-14-14
23,Sandy,159,10,80,orange,NPK 14-14-14
29,Black,171,38,29,orange,NPK 14-14-14
23,Clay,139,65,183,orange,NPK 14-14-14
26,Clay,154,17,166,orange,NPK 14-14-14
26,Black,63,69,126,orange,NPK 14-14-14
26,Clay,85,12,9,orange,MOP
16,Clay,11,69,103,orange,NPK 14-14-14
28,Sandy,96,73,110,orange,NPK 14-14-14
29,Loamy,21,78,8,orange,MOP
18,Clay,164,93,133,orange,NPK 14-14-14
29,Loamy,160,29,89,orange,NPK 14-14-14
24,Black,28,86,19,orange,NPK 14-14-14
18,Clay,98,11,18,orange,NPK 14-14-14
23,Clay,189,87,82,orange,NPK 14-14-14
29,Black,55,42,117,orange,NPK 14-14-14
23,Loamy,51,18,165,orange,NPK 14-14-14
23,Black,9,93,121,orange,Urea
22,Clay,166,83,139,orange,NPK 14-14-14
15,Sandy,55,37,32,orange,NPK 14-14-14
21,Black,148,15,58,orange,NPK 14-14-14
22,Clay,36,75,112,orange,NPK 14-14-14
24,Loamy,41,13,158,orange,NPK 14-14-14
23,Sandy,69,91,139,orange,NPK 14-14-14
27,Loamy,41,24,185,orange,NPK 14-14-14
23,Loamy,111,16,30,orange,NPK 14-14-14
16,Black,85,5,182,orange,NPK 14-14-14
26,Loamy,93,82,84,orange,NPK 14-14-14
21,Loamy,143,99,93,orange,NPK 14-14-14
25,Black,78,27,156,orange,NPK 14-14-14
18,Clay,133,74,120,orange,NPK 14-14-14
23,Loamy,124,10,24,orange,NPK 14-14-14
24,Sandy,80,70,182,orange,NPK 14-14-14
19,Loamy,71,75,30,orange,NPK 14-14-14
25,Clay,19,86,195,orange,NPK 14-14-14
24,Sandy,175,63,154,orange,NPK 14-14-14
25,Sandy,130,72,3,orange,MOP
20,Loamy,43,79,189,orange,NPK 14-14-14
17,Clay,90,34,47,orange,NPK 14-14-14
24,Sandy,124,7,104,orange,NPK 14-14-14
26,Black,54,17,25,orange,NPK 14-14-14
26,Sandy,24,80,10,orange,MOP
15,Sandy,194,19,120,orange,NPK 14-14-14
27,Black,123,75,52,orange,NPK 14-14-14
18,Sandy,168,53,196,orange,NPK 14-14-14
21,Black,116,76,85,orange,NPK 14-14-14
18,Black,176,4,58,orange,DAP
22,Black,5,86,75,orange,Urea
