Temperature,Soil,Nitrogen,Phosphorus,Potassium,Crop,Fertilizer
20,Black,120,70,140,sugarcane,MOP
20,Black,120,70,145,sugarcane,DAP
20,Black,120,75,45,maize,MOP
20,Black,120,75,55,maize,MOP
20,Black,120,75,80,sugarcane,DAP
20,Black,120,75,120,sugarcane,DAP
20,Black,120,75,125,sugarcane,Urea
20,Black,120,75,150,sugarcane,Urea
20,Black,120,80,40,maize,SSP
20,Black,120,80,55,maize,SSP
20,Black,120,80,75,sugarcane,MOP
20,Black,120,80,80,sugarcane,Urea
20,Black,120,80,125,sugarcane,DAP
20,Black,120,80,135,sugarcane,Urea
20,Black,120,80,140,sugarcane,MOP
20,Black,120,80,140,sugarcane,Urea
20,Black,120,85,135,sugarcane,MOP
20,Black,120,85,150,sugarcane,DAP
20,Black,120,90,125,sugarcane,MOP
20,Black,120,90,145,sugarcane,Urea
20,Black,125,60,40,maize,MOP
20,Black,125,60,55,maize,MOP
20,Black,125,60,60,sugarcane,Urea
20,Black,125,60,80,sugarcane,MOP
20,Black,125,60,120,sugarcane,MOP
20,Black,125,60,120,sugarcane,Urea
20,Black,125,60,140,sugarcane,DAP
20,Black,125,60,150,sugarcane,Urea
20,Black,125,65,40,maize,SSP
20,Black,125,65,50,maize,SSP
20,Black,125,65,80,sugarcane,MOP
20,Black,125,65,130,sugarcane,DAP
20,Black,125,65,130,sugarcane,MOP
20,Black,125,65,150,sugarcane,MOP
20,Black,125,70,60,maize,Urea
20,Black,125,70,80,sugarcane,MOP
20,Black,125,70,125,sugarcane,Urea
20,Black,125,70,140,sugarcane,MOP
20,Black,125,70,145,sugarcane,DAP
20,Black,125,75,45,maize,MOP
20,Black,125,75,55,maize,MOP
20,Black,125,75,80,sugarcane,DAP
20,Black,125,75,120,sugarcane,DAP
20,Black,125,75,125,sugarcane,Urea
20,Black,125,75,150,sugarcane,Urea
20,Black,125,80,30,maize,SSP
20,Black,125,80,40,maize,SSP
20,Black,125,80,75,sugarcane,MOP
20,Black,125,80,80,sugarcane,Urea
20,Black,125,80,125,sugarcane,DAP
20,Black,125,80,135,sugarcane,Urea
20,Black,125,80,140,sugarcane,MOP
20,Black,125,80,140,sugarcane,Urea
20,Black,125,85,135,sugarcane,MOP
20,Black,125,85,150,sugarcane,DAP
20,Black,125,90,125,sugarcane,MOP
20,Black,125,90,145,sugarcane,Urea
20,Black,130,60,40,maize,MOP
20,Black,130,60,55,maize,MOP
20,Black,130,60,60,sugarcane,Urea
20,Black,130,60,80,sugarcane,MOP
20,Black,130,60,120,sugarcane,MOP
20,Black,130,60,120,sugarcane,Urea
20,Black,130,60,140,sugarcane,DAP
20,Black,130,60,150,sugarcane,Urea
20,Black,130,65,40,maize,SSP
20,Black,130,65,50,maize,SSP
20,Black,130,65,80,sugarcane,MOP
20,Black,130,65,130,sugarcane,DAP
20,Black,130,65,130,sugarcane,MOP
20,Black,130,65,150,sugarcane,MOP
20,Black,130,70,60,maize,Urea
20,Black,130,70,80,sugarcane,MOP
20,Black,130,70,125,sugarcane,Urea
20,Black,130,70,140,sugarcane,MOP
20,Black,130,70,145,sugarcane,DAP
20,Black,130,75,45,maize,MOP
20,Black,130,75,55,maize,MOP
20,Black,130,75,80,sugarcane,DAP
20,Black,130,75,120,sugarcane,DAP
20,Black,130,75,125,sugarcane,Urea
20,Black,130,75,150,sugarcane,Urea
20,Black,130,80,30,maize,SSP
20,Black,130,80,40,maize,SSP
20,Black,130,80,75,sugarcane,MOP
20,Black,130,80,80,sugarcane,Urea
20,Black,130,80,125,sugarcane,DAP
20,Black,130,80,135,sugarcane,Urea
20,Black,130,80,140,sugarcane,MOP
20,Black,130,80,140,sugarcane,Urea
20,Black,130,85,135,sugarcane,MOP
20,Black,130,85,150,sugarcane,DAP
20,Black,130,90,125,sugarcane,MOP
20,Black,130,90,145,sugarcane,Urea
20,Black,135,60,40,maize,MOP
20,Black,135,60,55,maize,MOP
20,Black,135,60,60,sugarcane,Urea
20,Black,135,60,80,sugarcane,MOP
20,Black,135,60,120,sugarcane,MOP
20,Black,135,60,120,sugarcane,Urea
20,Black,135,60,140,sugarcane,DAP
20,Black,135,60,150,sugarcane,Urea
20,Black,135,65,40,maize,SSP
20,Black,135,65,50,maize,SSP
20,Black,135,65,80,sugarcane,MOP
20,Black,135,65,130,sugarcane,DAP
20,Black,135,65,130,sugarcane,MOP
20,Black,135,65,150,sugarcane,MOP
20,Black,135,70,60,maize,Urea
20,Black,135,70,80,sugarcane,MOP
20,Black,135,70,125,sugarcane,Urea
20,Black,135,70,140,sugarcane,MOP
20,Black,135,70,145,sugarcane,DAP
20,Black,135,75,45,maize,MOP
20,Black,135,75,55,maize,MOP
20,Black,135,75,80,sugarcane,DAP
20,Black,135,75,120,sugarcane,DAP
20,Black,135,75,125,sugarcane,Urea
20,Black,135,75,150,sugarcane,Urea
20,Black,135,80,30,maize,SSP
20,Black,135,80,40,maize,SSP
20,Black,135,80,75,sugarcane,MOP
20,Black,135,80,80,sugarcane,Urea
20,Black,135,80,125,sugarcane,DAP
20,Black,135,80,135,sugarcane,Urea
20,Black,135,80,140,sugarcane,MOP
20,Black,135,80,140,sugarcane,Urea
20,Black,135,85,135,sugarcane,MOP
20,Black,135,85,150,sugarcane,DAP
20,Black,135,90,125,sugarcane,MOP
20,Black,135,90,145,sugarcane,Urea
20,Black,140,60,40,maize,MOP
20,Black,140,60,55,maize,MOP
20,Black,140,60,60,sugarcane,Urea
20,Black,140,60,80,sugarcane,MOP
20,Black,140,60,120,sugarcane,MOP
20,Black,140,60,120,sugarcane,Urea
20,Black,140,60,140,sugarcane,DAP
20,Black,140,60,150,sugarcane,Urea
20,Black,140,65,40,maize,SSP
20,Black,140,65,50,maize,SSP
20,Black,140,65,80,sugarcane,MOP
20,Black,140,65,130,sugarcane,DAP
20,Black,140,65,130,sugarcane,MOP
20,Black,140,65,150,sugarcane,MOP
20,Black,140,70,60,maize,Urea
20,Black,140,70,80,sugarcane,MOP
20,Black,140,70,125,sugarcane,Urea
20,Black,140,70,140,sugarcane,MOP
20,Black,140,70,145,sugarcane,DAP
20,Black,140,75,45,maize,MOP
20,Black,140,75,55,maize,MOP
20,Black,140,75,80,sugarcane,DAP
20,Black,140,75,120,sugarcane,DAP
20,Black,140,75,125,sugarcane,Urea
20,Black,140,75,150,sugarcane,Urea
20,Black,140,80,40,maize,SSP
20,Black,140,80,75,sugarcane,MOP
20,Black,140,80,80,sugarcane,Urea
20,Black,140,80,125,sugarcane,DAP
20,Black,140,80,135,sugarcane,Urea
20,Black,140,80,140,sugarcane,MOP
20,Black,140,80,140,sugarcane,Urea
20,Black,140,85,135,sugarcane,MOP
20,Black,140,85,150,sugarcane,DAP
20,Black,140,90,125,sugarcane,MOP
20,Black,140,90,145,sugarcane,Urea
20,Black,145,60,40,maize,MOP
20,Black,145,60,55,maize,MOP
20,Black,145,60,60,sugarcane,Urea
20,Black,145,60,80,sugarcane,MOP
20,Black,145,60,120,sugarcane,MOP
20,Black,145,60,120,sugarcane,Urea
20,Black,145,60,140,sugarcane,DAP
20,Black,145,60,150,sugarcane,Urea
20,Black,145,65,40,maize,SSP
20,Black,145,65,50,maize,SSP
20,Black,145,65,80,sugarcane,MOP
20,Black,145,65,130,sugarcane,DAP
20,Black,145,65,130,sugarcane,MOP
20,Black,145,65,150,sugarcane,MOP
20,Black,145,70,60,maize,Urea
20,Black,145,70,80,sugarcane,MOP
20,Black,145,70,125,sugarcane,Urea
20,Black,145,70,140,sugarcane,MOP
20,Black,145,70,145,sugarcane,DAP
20,Black,145,75,45,maize,MOP
20,Black,145,75,55,maize,MOP
20,Black,145,75,80,sugarcane,DAP
20,Black,145,75,120,sugarcane,DAP
20,Black,145,75,125,sugarcane,Urea
20,Black,145,75,150,sugarcane,Urea
20,Black,145,80,40,maize,SSP
20,Black,145,80,75,sugarcane,MOP
20,Black,145,80,80,sugarcane,Urea
20,Black,145,80,125,sugarcane,DAP
20,Black,145,80,135,sugarcane,Urea
20,Black,145,80,140,sugarcane,MOP
20,Black,145,80,140,sugarcane,Urea
20,Black,145,85,135,sugarcane,MOP
20,Black,145,85,150,sugarcane,DAP
20,Black,145,90,125,sugarcane,MOP
20,Black,145,90,145,sugarcane,Urea
20,Black,150,60,40,maize,MOP
20,Black,150,60,55,maize,MOP
20,Black,150,60,60,sugarcane,Urea
20,Black,150,60,80,sugarcane,MOP
20,Black,150,60,120,sugarcane,MOP
20,Black,150,60,120,sugarcane,Urea
20,Black,150,60,140,sugarcane,DAP
20,Black,150,60,150,sugarcane,Urea
20,Black,150,65,40,maize,SSP
20,Black,150,65,50,maize,SSP
20,Black,150,65,80,sugarcane,MOP
20,Black,150,65,130,sugarcane,DAP
20,Black,150,65,130,sugarcane,MOP
20,Black,150,65,150,sugarcane,MOP
20,Black,150,70,60,maize,Urea
20,Black,150,70,80,sugarcane,MOP
20,Black,150,70,125,sugarcane,Urea
20,Black,150,70,140,sugarcane,MOP
20,Black,150,70,145,sugarcane,DAP
20,Black,150,75,45,maize,MOP
20,Black,150,75,55,maize,MOP
20,Black,150,75,80,sugarcane,DAP
20,Black,150,75,120,sugarcane,DAP
20,Black,150,75,125,sugarcane,Urea
20,Black,150,75,150,sugarcane,Urea
20,Black,150,80,40,maize,SSP
20,Black,150,80,75,sugarcane,MOP
20,Black,150,80,80,sugarcane,DAP
20,Black,150,80,125,sugarcane,DAP
20,Black,150,80,135,sugarcane,Urea
20,Black,150,80,140,sugarcane,MOP
20,Black,150,80,140,sugarcane,Urea
20,Black,150,85,135,sugarcane,MOP
20,Black,150,85,150,sugarcane,DAP
20,Black,150,90,125,sugarcane,MOP
20,Black,150,90,145,sugarcane,Urea
20,Clayey,90,36,49,rice,Urea
20,Dark Brown,20,30,15,tur,Urea
20,Dark Brown,20,30,20,tur,MOP
20,Dark Brown,20,30,20,urad,Urea
20,Dark Brown,20,30,30,urad,DAP
20,Dark Brown,20,35,30,urad,SSP
20,Dark Brown,20,40,25,urad,DAP
20,Dark Brown,20,40,30,urad,Urea
20,Dark Brown,25,30,15,tur,Urea
20,Dark Brown,25,30,20,tur,MOP
20,Dark Brown,25,30,20,urad,Urea
20,Dark Brown,25,30,30,urad,DAP
20,Dark Brown,25,35,30,urad,SSP
20,Dark Brown,25,40,25,urad,DAP
20,Dark Brown,25,40,30,urad,Urea
20,Dark Brown,30,30,15,tur,Urea
20,Dark Brown,30,30,20,tur,MOP
20,Dark Brown,30,30,20,urad,Urea
20,Dark Brown,30,30,30,urad,DAP
20,Dark Brown,30,35,30,urad,SSP
20,Dark Brown,30,40,25,urad,DAP
20,Dark Brown,30,40,30,urad,Urea
20,Dark Brown,60,40,45,wheat,Urea
20,Dark Brown,60,40,50,wheat,19:19:19 NPK
20,Dark Brown,60,40,60,wheat,Urea
20,Dark Brown,60,45,45,wheat,19:19:19 NPK
20,Dark Brown,60,50,40,wheat,19:19:19 NPK
20,Dark Brown,60,55,50,wheat,19:19:19 NPK
20,Dark Brown,60,60,45,wheat,Urea
20,Dark Brown,65,40,45,wheat,Urea
20,Dark Brown,65,40,50,wheat,19:19:19 NPK
20,Dark Brown,65,40,60,wheat,Urea
20,Dark Brown,65,45,45,wheat,19:19:19 NPK
20,Dark Brown,65,50,40,wheat,19:19:19 NPK
20,Dark Brown,65,55,50,wheat,19:19:19 NPK
20,Dark Brown,65,60,45,wheat,Urea
20,Dark Brown,70,40,45,wheat,Urea
20,Dark Brown,70,40,50,wheat,19:19:19 NPK
20,Dark Brown,70,40,60,wheat,Urea
20,Dark Brown,70,45,45,wheat,19:19:19 NPK
20,Dark Brown,70,50,40,wheat,19:19:19 NPK
20,Dark Brown,70,55,50,wheat,19:19:19 NPK
20,Dark Brown,70,60,45,wheat,Urea
20,Dark Brown,75,40,45,wheat,Urea
20,Dark Brown,75,40,50,wheat,19:19:19 NPK
20,Dark Brown,75,40,60,wheat,Urea
20,Dark Brown,75,45,45,wheat,19:19:19 NPK
20,Dark Brown,75,50,40,wheat,19:19:19 NPK
20,Dark Brown,75,55,50,wheat,19:19:19 NPK
20,Dark Brown,75,60,45,wheat,Urea
20,Dark Brown,80,40,45,wheat,Urea
20,Dark Brown,80,40,50,wheat,19:19:19 NPK
20,Dark Brown,80,40,60,wheat,Urea
20,Dark Brown,80,45,45,wheat,19:19:19 NPK
20,Dark Brown,80,50,40,wheat,19:19:19 NPK
20,Dark Brown,80,55,50,wheat,Urea
20,Dark Brown,80,60,45,wheat,Urea
20,Dark Brown,85,40,45,wheat,Urea
20,Dark Brown,85,40,50,wheat,19:19:19 NPK
20,Dark Brown,85,40,60,wheat,Urea
20,Dark Brown,85,45,45,wheat,19:19:19 NPK
20,Dark Brown,85,50,40,wheat,19:19:19 NPK
20,Dark Brown,85,55,50,wheat,Urea
20,Dark Brown,85,60,45,wheat,Urea
20,Dark Brown,90,40,45,wheat,Urea
20,Dark Brown,90,40,50,wheat,19:19:19 NPK
20,Dark Brown,90,40,60,wheat,19:19:19 NPK
20,Dark Brown,90,45,45,wheat,19:19:19 NPK
20,Dark Brown,90,50,40,wheat,19:19:19 NPK
20,Dark Brown,90,55,50,wheat,Urea
20,Dark Brown,90,60,45,wheat,Urea
20,Dark Brown,95,40,45,wheat,Urea
20,Dark Brown,95,40,50,wheat,19:19:19 NPK
20,Dark Brown,95,40,60,wheat,19:19:19 NPK
20,Dark Brown,95,45,45,wheat,19:19:19 NPK
20,Dark Brown,95,50,40,wheat,19:19:19 NPK
20,Dark Brown,95,55,50,wheat,Urea
20,Dark Brown,95,60,45,wheat,Urea
20,Dark Brown,100,40,45,wheat,Urea
20,Dark Brown,100,40,50,wheat,19:19:19 NPK
20,Dark Brown,100,40,50,wheat,Urea
20,Dark Brown,100,40,60,wheat,19:19:19 NPK
20,Dark Brown,100,45,45,wheat,19:19:19 NPK
20,Dark Brown,100,45,45,wheat,Urea
20,Dark Brown,100,45,60,wheat,19:19:19 NPK
20,Dark Brown,100,50,40,wheat,Urea
20,Dark Brown,100,50,45,wheat,Urea
20,Dark Brown,100,50,55,wheat,19:19:19 NPK
20,Dark Brown,100,55,40,wheat,Urea
20,Dark Brown,100,55,50,wheat,Urea
20,Dark Brown,100,60,45,wheat,Urea
20,Dark Brown,100,60,50,wheat,19:19:19 NPK
20,Dark Brown,100,60,60,wheat,Urea
20,Dark Brown,100,65,45,wheat,19:19:19 NPK
20,Dark Brown,100,65,60,wheat,Urea
20,Dark Brown,100,70,45,wheat,19:19:19 NPK
20,Dark Brown,100,70,55,wheat,Urea
20,Dark Brown,100,75,40,wheat,19:19:19 NPK
20,Dark Brown,100,80,50,wheat,Urea
20,Dark Brown,100,80,60,wheat,19:19:19 NPK
20,Dark Brown,105,40,50,wheat,Urea
20,Dark Brown,105,45,45,wheat,Urea
20,Dark Brown,105,45,60,wheat,19:19:19 NPK
20,Dark Brown,105,50,45,wheat,Urea
20,Dark Brown,105,50,55,wheat,19:19:19 NPK
20,Dark Brown,105,55,40,wheat,Urea
20,Dark Brown,105,60,50,wheat,19:19:19 NPK
20,Dark Brown,105,60,60,wheat,Urea
20,Dark Brown,105,65,45,wheat,19:19:19 NPK
20,Dark Brown,105,65,60,wheat,Urea
20,Dark Brown,105,70,45,wheat,19:19:19 NPK
20,Dark Brown,105,70,55,wheat,Urea
20,Dark Brown,105,75,40,wheat,19:19:19 NPK
20,Dark Brown,105,80,50,wheat,Urea
20,Dark Brown,105,80,60,wheat,19:19:19 NPK
20,Dark Brown,110,40,50,wheat,Urea
20,Dark Brown,110,45,45,wheat,Urea
20,Dark Brown,110,45,60,wheat,19:19:19 NPK
20,Dark Brown,110,50,45,wheat,Urea
20,Dark Brown,110,50,55,wheat,19:19:19 NPK
20,Dark Brown,110,55,40,wheat,Urea
20,Dark Brown,110,60,50,wheat,19:19:19 NPK
20,Dark Brown,110,60,60,wheat,Urea
20,Dark Brown,110,65,45,wheat,19:19:19 NPK
20,Dark Brown,110,65,60,wheat,Urea
20,Dark Brown,110,70,45,wheat,19:19:19 NPK
20,Dark Brown,110,70,55,wheat,Urea
20,Dark Brown,110,75,40,wheat,19:19:19 NPK
20,Dark Brown,110,80,50,wheat,Urea
20,Dark Brown,110,80,60,wheat,19:19:19 NPK
20,Dark Brown,115,40,50,wheat,Urea
20,Dark Brown,115,45,45,wheat,Urea
20,Dark Brown,115,45,60,wheat,19:19:19 NPK
20,Dark Brown,115,50,45,wheat,Urea
20,Dark Brown,115,50,55,wheat,19:19:19 NPK
20,Dark Brown,115,55,40,wheat,Urea
20,Dark Brown,115,60,50,wheat,19:19:19 NPK
20,Dark Brown,115,60,60,wheat,Urea
20,Dark Brown,115,65,45,wheat,19:19:19 NPK
20,Dark Brown,115,65,60,wheat,Urea
20,Dark Brown,115,70,45,wheat,19:19:19 NPK
20,Dark Brown,115,70,55,wheat,Urea
20,Dark Brown,115,75,40,wheat,19:19:19 NPK
20,Dark Brown,115,80,50,wheat,Urea
20,Dark Brown,115,80,60,wheat,19:19:19 NPK
20,Dark Brown,120,40,50,wheat,Urea
20,Dark Brown,120,45,45,wheat,Urea
20,Dark Brown,120,45,60,wheat,19:19:19 NPK
20,Dark Brown,120,50,45,wheat,Urea
20,Dark Brown,120,50,55,wheat,19:19:19 NPK
20,Dark Brown,120,55,40,wheat,Urea
20,Dark Brown,120,60,40,maize,Urea
20,Dark Brown,120,60,50,wheat,19:19:19 NPK
20,Dark Brown,120,60,55,maize,Urea
20,Dark Brown,120,60,60,wheat,Urea
20,Dark Brown,120,65,40,maize,SSP
20,Dark Brown,120,65,45,wheat,19:19:19 NPK
20,Dark Brown,120,65,50,maize,SSP
20,Dark Brown,120,65,60,wheat,Urea
20,Dark Brown,120,70,45,wheat,19:19:19 NPK
20,Dark Brown,120,70,55,wheat,Urea
20,Dark Brown,120,70,60,maize,MOP
20,Dark Brown,120,75,40,wheat,19:19:19 NPK
20,Dark Brown,120,75,45,maize,Urea
20,Dark Brown,120,75,55,maize,Urea
20,Dark Brown,120,80,40,maize,SSP
20,Dark Brown,120,80,50,wheat,Urea
20,Dark Brown,120,80,55,maize,SSP
20,Dark Brown,120,80,60,wheat,19:19:19 NPK
20,Dark Brown,125,60,40,maize,Urea
20,Dark Brown,125,60,55,maize,Urea
20,Dark Brown,125,65,40,maize,SSP
20,Dark Brown,125,65,50,maize,SSP
20,Dark Brown,125,70,60,maize,MOP
20,Dark Brown,125,75,45,maize,Urea
20,Dark Brown,125,75,55,maize,Urea
20,Dark Brown,125,80,40,maize,SSP
20,Dark Brown,125,80,55,maize,SSP
20,Dark Brown,130,60,40,maize,Urea
20,Dark Brown,130,60,55,maize,Urea
20,Dark Brown,130,65,40,maize,SSP
20,Dark Brown,130,65,50,maize,SSP
20,Dark Brown,130,70,60,maize,MOP
20,Dark Brown,130,75,45,maize,Urea
20,Dark Brown,130,75,55,maize,Urea
20,Dark Brown,130,80,40,maize,SSP
20,Dark Brown,130,80,55,maize,SSP
20,Dark Brown,135,60,40,maize,Urea
20,Dark Brown,135,60,55,maize,Urea
20,Dark Brown,135,65,40,maize,SSP
20,Dark Brown,135,65,50,maize,SSP
20,Dark Brown,135,70,60,maize,MOP
20,Dark Brown,135,75,45,maize,Urea
20,Dark Brown,135,75,55,maize,Urea
20,Dark Brown,135,80,40,maize,SSP
20,Dark Brown,135,80,55,maize,SSP
20,Dark Brown,140,60,40,maize,Urea
20,Dark Brown,140,60,55,maize,Urea
20,Dark Brown,140,65,40,maize,SSP
20,Dark Brown,140,65,50,maize,SSP
20,Dark Brown,140,70,60,maize,MOP
20,Dark Brown,140,75,45,maize,Urea
20,Dark Brown,140,75,55,maize,Urea
20,Dark Brown,140,80,40,maize,SSP
20,Dark Brown,140,80,55,maize,SSP
20,Dark Brown,145,60,40,maize,Urea
20,Dark Brown,145,60,55,maize,Urea
20,Dark Brown,145,65,40,maize,SSP
20,Dark Brown,145,65,50,maize,SSP
20,Dark Brown,145,70,60,maize,MOP
20,Dark Brown,145,75,45,maize,Urea
20,Dark Brown,145,75,55,maize,Urea
20,Dark Brown,145,80,40,maize,SSP
20,Dark Brown,145,80,55,maize,SSP
20,Dark Brown,150,60,40,maize,Urea
20,Dark Brown,150,60,55,maize,Urea
20,Dark Brown,150,65,40,maize,SSP
20,Dark Brown,150,65,50,maize,SSP
20,Dark Brown,150,70,60,maize,MOP
20,Dark Brown,150,75,45,maize,Urea
20,Dark Brown,150,75,55,maize,Urea
20,Dark Brown,150,80,40,maize,SSP
20,Dark Brown,150,80,55,maize,SSP
20,Loamy,23,6,23,kidneybeans,15-15-15
20,Medium Brown,40,20,20,masoor,Urea
20,Medium Brown,40,20,25,masoor,DAP
20,Medium Brown,45,20,20,masoor,Urea
20,Medium Brown,45,20,25,masoor,DAP
20,Medium Brown,50,20,20,masoor,Urea
20,Medium Brown,50,20,25,masoor,DAP
20,Red,40,20,20,tur,Urea
20,Red,40,20,25,tur,MOP
20,Red,40,20,30,tur,SSP
20,Red,45,20,20,tur,Urea
20,Red,45,20,25,tur,MOP
20,Red,45,20,30,tur,SSP
20,Red,50,20,20,tur,Urea
20,Red,50,20,25,tur,MOP
20,Red,50,20,30,tur,SSP
20,Red,50,30,20,jowar,10:26:26 NPK
20,Red,50,30,25,jowar,Urea
20,Red,50,30,30,jowar,SSP
20,Red,50,50,40,turmeric,Urea
20,Red,50,50,45,turmeric,Ferrous Sulphate
20,Red,50,50,50,turmeric,White Potash
20,Red,55,30,20,jowar,10:26:26 NPK
20,Red,55,30,25,jowar,Urea
20,Red,55,30,30,jowar,SSP
20,Red,55,50,40,turmeric,Urea
20,Red,55,50,45,turmeric,Ferrous Sulphate
20,Red,55,50,50,turmeric,White Potash
20,Red,60,30,20,jowar,10:26:26 NPK
20,Red,60,30,25,jowar,Urea
20,Red,60,30,30,jowar,SSP
20,Red,60,40,45,wheat,Urea
20,Red,60,45,40,wheat,19:19:19 NPK
20,Red,60,45,45,wheat,19:19:19 NPK
20,Red,60,50,40,turmeric,Urea
20,Red,60,50,40,wheat,Urea
20,Red,60,50,45,turmeric,Ferrous Sulphate
20,Red,60,50,50,turmeric,White Potash
20,Red,60,55,40,wheat,19:19:19 NPK
20,Red,60,60,40,wheat,Urea
20,Red,65,40,45,wheat,Urea
20,Red,65,45,40,wheat,19:19:19 NPK
20,Red,65,45,45,wheat,19:19:19 NPK
20,Red,65,50,40,wheat,Urea
20,Red,65,55,40,wheat,19:19:19 NPK
20,Red,65,60,40,wheat,Urea
20,Red,70,40,45,wheat,Urea
20,Red,70,45,40,wheat,19:19:19 NPK
20,Red,70,45,45,wheat,19:19:19 NPK
20,Red,70,50,40,wheat,Urea
20,Red,70,55,40,wheat,19:19:19 NPK
20,Red,70,60,40,wheat,Urea
20,Red,75,40,45,wheat,Urea
20,Red,75,45,40,wheat,19:19:19 NPK
20,Red,75,45,45,wheat,19:19:19 NPK
20,Red,75,50,40,wheat,Urea
20,Red,75,55,40,wheat,19:19:19 NPK
20,Red,75,60,40,wheat,Urea
20,Red,80,40,45,wheat,Urea
20,Red,80,40,120,grapes,Ferrous Sulphate
20,Red,80,40,135,grapes,Ferrous Sulphate
20,Red,80,45,40,wheat,19:19:19 NPK
20,Red,80,45,45,wheat,19:19:19 NPK
20,Red,80,45,120,grapes,10:10:10 NPK
20,Red,80,45,130,grapes,10:10:10 NPK
20,Red,80,50,40,wheat,Urea
20,Red,80,50,140,grapes,Hydrated Lime
20,Red,80,55,40,wheat,19:19:19 NPK
20,Red,80,55,125,grapes,Ferrous Sulphate
20,Red,80,55,135,grapes,Ferrous Sulphate
20,Red,80,60,40,wheat,Urea
20,Red,80,60,55,rice,Urea
20,Red,80,60,120,grapes,10:10:10 NPK
20,Red,80,60,135,grapes,10:10:10 NPK
20,Red,85,40,120,grapes,Ferrous Sulphate
20,Red,85,40,135,grapes,Ferrous Sulphate
20,Red,85,45,120,grapes,10:10:10 NPK
20,Red,85,45,130,grapes,10:10:10 NPK
20,Red,85,50,140,grapes,Hydrated Lime
20,Red,85,55,125,grapes,Ferrous Sulphate
20,Red,85,55,135,grapes,Ferrous Sulphate
20,Red,85,60,55,rice,Urea
20,Red,85,60,120,grapes,10:10:10 NPK
20,Red,85,60,135,grapes,10:10:10 NPK
20,Red,90,40,120,grapes,Ferrous Sulphate
20,Red,90,40,135,grapes,Ferrous Sulphate
20,Red,90,45,120,grapes,10:10:10 NPK
20,Red,90,45,130,grapes,10:10:10 NPK
20,Red,90,50,140,grapes,Hydrated Lime
20,Red,90,55,125,grapes,Ferrous Sulphate
20,Red,90,55,135,grapes,Ferrous Sulphate
20,Red,90,60,55,rice,Urea
20,Red,90,60,120,grapes,10:10:10 NPK
20,Red,90,60,135,grapes,10:10:10 NPK
20,Red,95,40,120,grapes,Ferrous Sulphate
20,Red,95,40,135,grapes,Ferrous Sulphate
20,Red,95,45,120,grapes,10:10:10 NPK
20,Red,95,45,130,grapes,10:10:10 NPK
20,Red,95,50,140,grapes,Hydrated Lime
20,Red,95,55,125,grapes,Ferrous Sulphate
20,Red,95,55,135,grapes,Ferrous Sulphate
20,Red,95,60,55,rice,Urea
20,Red,95,60,120,grapes,10:10:10 NPK
20,Red,95,60,135,grapes,10:10:10 NPK
20,Red,100,40,120,grapes,Ferrous Sulphate
20,Red,100,40,135,grapes,Ferrous Sulphate
20,Red,100,45,120,grapes,10:10:10 NPK
20,Red,100,45,130,grapes,10:10:10 NPK
20,Red,100,50,140,grapes,Hydrated Lime
20,Red,100,55,125,grapes,Ferrous Sulphate
20,Red,100,55,135,grapes,Ferrous Sulphate
20,Red,100,60,55,rice,Urea
20,Red,100,60,120,grapes,10:10:10 NPK
20,Red,100,60,135,grapes,10:10:10 NPK
20,Red,105,60,55,rice,Urea
20,Red,110,60,55,rice,Urea
20,Red,115,60,55,rice,Urea
20,Red,120,60,55,rice,Urea
20,Reddish Brown,100,50,45,wheat,Urea
20,Reddish Brown,100,55,40,wheat,19:19:19 NPK
20,Reddish Brown,100,55,45,wheat,19:19:19 NPK
20,Reddish Brown,100,60,40,wheat,Urea
20,Reddish Brown,105,50,45,wheat,Urea
20,Reddish Brown,105,55,40,wheat,19:19:19 NPK
20,Reddish Brown,105,55,45,wheat,19:19:19 NPK
20,Reddish Brown,105,60,40,wheat,Urea
20,Reddish Brown,110,50,45,wheat,Urea
20,Reddish Brown,110,55,40,wheat,19:19:19 NPK
20,Reddish Brown,110,55,45,wheat,19:19:19 NPK
20,Reddish Brown,110,60,40,wheat,Urea
20,Reddish Brown,115,50,45,wheat,Urea
20,Reddish Brown,115,55,40,wheat,19:19:19 NPK
20,Reddish Brown,115,55,45,wheat,19:19:19 NPK
20,Reddish Brown,115,60,40,wheat,Urea
20,Reddish Brown,120,50,45,wheat,Urea
20,Reddish Brown,120,55,40,wheat,19:19:19 NPK
20,Reddish Brown,120,55,45,wheat,19:19:19 NPK
20,Reddish Brown,120,60,40,wheat,Urea
20,Reddish Brown,120,60,80,sugarcane,DAP
20,Reddish Brown,120,60,95,sugarcane,DAP
20,Reddish Brown,120,65,80,sugarcane,Urea
20,Reddish Brown,120,65,90,sugarcane,Urea
20,Reddish Brown,120,70,100,sugarcane,MOP
20,Reddish Brown,120,75,85,sugarcane,DAP
20,Reddish Brown,120,75,95,sugarcane,DAP
20,Reddish Brown,120,80,80,sugarcane,Urea
20,Reddish Brown,120,80,95,sugarcane,Urea
20,Reddish Brown,125,60,80,sugarcane,DAP
20,Reddish Brown,125,60,95,sugarcane,DAP
20,Reddish Brown,125,65,80,sugarcane,Urea
20,Reddish Brown,125,65,90,sugarcane,Urea
20,Reddish Brown,125,70,100,sugarcane,MOP
20,Reddish Brown,125,75,85,sugarcane,DAP
20,Reddish Brown,125,75,95,sugarcane,DAP
